;name;time_series_length;window_length;num_of_anomalies;ts_comparison_name;mmd_value;dwt_value;shapelet_similarity
0;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS100_data.out;0.7373133808325395;266350.092;1.0
1;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS10_data.out;0.7391078518114711;4538233.766;1.0
2;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS11_data.out;0.7392079181159857;4571024.807;1.0
3;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS12_data.out;0.7352829310161252;1084427.467;1.0
4;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS13_data.out;0.7389236851292489;3897903.303;1.0
5;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS14_data.out;0.7391186678143863;4478551.236;1.0
6;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS15_data.out;0.7390726395056532;5355187.495;1.0
7;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS16_data.out;0.7391005812292689;5919210.332;1.0
8;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS17_data.out;0.7390631512592443;4776228.862;1.0
9;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS18_data.out;0.7390856403745016;4422929.22;1.0
10;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS19_data.out;0.7383689811704858;2157428.894;1.0
11;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS1_data.out;0.7381435029541681;5264409.495;1.0
12;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS20_data.out;0.7390653653131407;5684009.758;1.0
13;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS21_data.out;0.7381459470319951;4376156.292;1.0
14;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS22_data.out;0.7390723426114317;4704158.29;1.0
15;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS23_data.out;0.7327144430604321;455991.673;1.0
16;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS24_data.out;0.7200720123535459;136582.506;1.0
17;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS25_data.out;0.7383085493486912;5954961.74;1.0
18;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS26_data.out;0.7390938438934037;8840096.209;1.0
19;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS27_data.out;0.739583342458245;1504881.591;1.0
20;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS28_data.out;0.7389881671310359;2203077.76;1.0
21;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS29_data.out;0.7387681192519101;3983216.405;1.0
22;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS2_data.out;0.7382439916254627;4757370.917;1.0
23;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS30_data.out;0.7391065445448527;5739570.401;1.0
24;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS31_data.out;0.738740155067474;1245788.494;1.0
25;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS32_data.out;0.7374748302439339;658672.521;1.0
26;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS33_data.out;0.7383125686594931;1898398.988;1.0
27;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS34_data.out;0.7388303770606285;4093513.928;1.0
28;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS35_data.out;0.7352989184048354;1997208.866;1.0
29;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS36_data.out;0.7382198439290353;3517220.679;1.0
30;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS37_data.out;0.7358370483140164;1263506.42;1.0
31;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS38_data.out;0.7397079324631892;1560246.692;1.0
32;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS39_data.out;0.7374504155986443;1769167.099;1.0
33;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS3_data.out;0.7392754541483202;3056882.783;1.0
34;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS40_data.out;0.7379581280883863;3406162.7;1.0
35;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS41_data.out;0.7350249294135293;375639.974;1.0
36;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS42_data.out;0.7378679485375971;4478909.594;1.0
37;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS43_data.out;0.7383341814540192;1569557.86;1.0
38;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS44_data.out;0.7361876083300414;590546.113;1.0
39;MGAB_add_white_noise_1_4.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS45_data.out;0.7369231070073612;1862604.502;1.0
