Unnamed: 0;name;time_series_length;window_length;num_of_anomalies;ts_comparison_name;mmd_value;dwt_value;shapelet_similarity
0;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS100_data.out;0,517861041;537.842.451;1
1;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS10_data.out;0,517775753;2.573.888.712;1
2;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS11_data.out;0,518309911;7.666.802.766;1
3;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS12_data.out;0,518858675;3.192.365.037;1
4;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS13_data.out;0,517572316;6.512.836.026;1
5;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS14_data.out;0,517247485;2.505.815.875;1
6;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS15_data.out;0,518144008;3.955.625.459;1
7;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS16_data.out;0,518866271;13.389.430.912;1
8;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS17_data.out;0,518904351;10.925.029.845;1
9;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS18_data.out;0,518528302;3.249.039.727;1
10;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS19_data.out;0,519058119;2.900.801.722;1
11;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS1_data.out;0,518361289;2.993.610.766;1
12;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS20_data.out;0,51890583;3057996,61;1
13;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS21_data.out;0,518832884;10.437.470.234;1
14;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS22_data.out;0,518836083;11.457.387.265;1
15;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS23_data.out;0,519274135;795.293.935;1
16;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS24_data.out;0,519633426;331.375.559;1
17;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS25_data.out;0,518260782;7.343.259.949;1
18;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS26_data.out;0,517210564;11252176,81;1
19;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS27_data.out;0,519161672;3.927.899.499;1
20;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS28_data.out;0,519224824;2.525.247.835;1
21;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS29_data.out;0,519026481;7.164.284.591;1
22;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS2_data.out;0,518921309;10.796.541.167;1
23;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS30_data.out;0,51823559;10.244.286.472;1
24;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS31_data.out;0,519115344;3.206.838.026;1
25;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS32_data.out;0,518888575;2.007.345.404;1
26;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS33_data.out;0,518620899;4.837.890.458;1
27;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS34_data.out;0,518926536;8.230.422.487;1
28;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS35_data.out;0,519079689;5.100.216.152;1
29;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS36_data.out;0,518976573;8.330.593.794;1
30;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS37_data.out;0,519057527;2902351,33;1
31;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS38_data.out;0,518404727;3.427.939.218;1
32;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS39_data.out;0,518938606;3.450.207.894;1
33;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS3_data.out;0,518863163;7.441.484.189;1
34;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS40_data.out;0,517605127;1.662.841.579;1
35;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS41_data.out;0,517997561;928.005.451;1
36;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS42_data.out;0,518380794;2.839.666.609;1
37;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS43_data.out;0,517970806;3.594.760.548;1
38;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS44_data.out;0,519159224;861.454.626;1
39;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS45_data.out;0,518944076;2.520.846.431;1
40;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS46_data.out;0,517490867;2.780.005.896;1
41;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS47_data.out;0,518924017;7.967.414.964;1
42;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS48_data.out;0,518396803;8.023.464.726;1
43;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS49_data.out;0,518722093;1.269.606.733;1
44;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS4_data.out;0,518188161;7.594.799.679;1
45;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS50_data.out;0,519002921;10.541.780.228;1
46;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS51_data.out;0,518885082;11.431.013.797;1
47;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS52_data.out;0,519301849;2.177.020.134;1
48;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS53_data.out;0,518433731;4088130,7;1
49;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS54_data.out;0,519049091;3086081,78;1
50;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS55_data.out;0,518534197;3.923.287.071;1
51;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS56_data.out;0,519018917;7.841.661.892;1
52;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS57_data.out;0,517263052;2030434,47;1
53;MGAB_add_random_walk_trend_01_10.test.out;10000;48;0;YahooA3Benchmark-TS58_data.out;0,519039227;4.883.763.051;1
