Unnamed: 0;name;time_series_length;window_length;num_of_anomalies;ts_comparison_name;mmd_value;dwt_value;shapelet_similarity
0;MGAB_add_random_walk_trend_01_1.test.out;10000;48;0;YahooA3Benchmark-TS100_data.out;0.5163650837515912;537826.744;1.0
1;MGAB_add_random_walk_trend_01_1.test.out;10000;48;0;YahooA3Benchmark-TS10_data.out;0.5162887046873621;2573880.631;1.0
2;MGAB_add_random_walk_trend_01_1.test.out;10000;48;0;YahooA3Benchmark-TS11_data.out;0.5168213392168618;7666823.772;1.0
3;MGAB_add_random_walk_trend_01_1.test.out;10000;48;0;YahooA3Benchmark-TS12_data.out;0.5173688536343203;3192365.049;1.0
4;MGAB_add_random_walk_trend_01_1.test.out;10000;48;0;YahooA3Benchmark-TS13_data.out;0.5160839318444209;6511727.673;1.0
5;MGAB_add_random_walk_trend_01_1.test.out;10000;48;0;YahooA3Benchmark-TS14_data.out;0.5157590482042018;2505599.295;1.0
6;MGAB_add_random_walk_trend_01_1.test.out;10000;48;0;YahooA3Benchmark-TS15_data.out;0.516656063384124;3955604.063;1.0
7;MGAB_add_random_walk_trend_01_1.test.out;10000;48;0;YahooA3Benchmark-TS16_data.out;0.5173785734603099;13389433.718;1.0
8;MGAB_add_random_walk_trend_01_1.test.out;10000;48;0;YahooA3Benchmark-TS17_data.out;0.517416496442066;10925026.636;1.0
9;MGAB_add_random_walk_trend_01_1.test.out;10000;48;0;YahooA3Benchmark-TS18_data.out;0.5170388945123529;3249318.266;1.0
10;MGAB_add_random_walk_trend_01_1.test.out;10000;48;0;YahooA3Benchmark-TS19_data.out;0.517569165792605;2900780.589;1.0
11;MGAB_add_random_walk_trend_01_1.test.out;10000;48;0;YahooA3Benchmark-TS1_data.out;0.5168728023277579;2994068.619;1.0
12;MGAB_add_random_walk_trend_01_1.test.out;10000;48;0;YahooA3Benchmark-TS20_data.out;0.5174166309886167;3057717.762;1.0
13;MGAB_add_random_walk_trend_01_1.test.out;10000;48;0;YahooA3Benchmark-TS21_data.out;0.517343891041827;10437436.262;1.0
14;MGAB_add_random_walk_trend_01_1.test.out;10000;48;0;YahooA3Benchmark-TS22_data.out;0.5173476674968256;11457348.838;1.0
15;MGAB_add_random_walk_trend_01_1.test.out;10000;48;0;YahooA3Benchmark-TS23_data.out;0.5177869620621648;795303.255;1.0
16;MGAB_add_random_walk_trend_01_1.test.out;10000;48;0;YahooA3Benchmark-TS24_data.out;0.5181355883122544;331367.622;1.0
17;MGAB_add_random_walk_trend_01_1.test.out;10000;48;0;YahooA3Benchmark-TS25_data.out;0.5167752810458743;7343270.461;1.0
18;MGAB_add_random_walk_trend_01_1.test.out;10000;48;0;YahooA3Benchmark-TS26_data.out;0.5157285895089855;11253955.846;1.0
19;MGAB_add_random_walk_trend_01_1.test.out;10000;48;0;YahooA3Benchmark-TS27_data.out;0.517672714715923;3927894.259;1.0
20;MGAB_add_random_walk_trend_01_1.test.out;10000;48;0;YahooA3Benchmark-TS28_data.out;0.5177367655699888;2525269.764;1.0
21;MGAB_add_random_walk_trend_01_1.test.out;10000;48;0;YahooA3Benchmark-TS29_data.out;0.5175386242681056;7164292.621;1.0
22;MGAB_add_random_walk_trend_01_1.test.out;10000;48;0;YahooA3Benchmark-TS2_data.out;0.5174334527071011;10796559.016;1.0
23;MGAB_add_random_walk_trend_01_1.test.out;10000;48;0;YahooA3Benchmark-TS30_data.out;0.5167490863799133;10244312.063;1.0
24;MGAB_add_random_walk_trend_01_1.test.out;10000;48;0;YahooA3Benchmark-TS31_data.out;0.5176274868885626;3206821.008;1.0
