Unnamed: 0;name;time_series_length;window_length;num_of_anomalies;ts_comparison_name;mmd_value;dwt_value;shapelet_similarity
1101;MGAB_add_random_walk_trend_01_7.test.out;10000;48;0;YahooA3Benchmark-TS100_data.out;0.5181634889203306;537724.218;1.0
1102;MGAB_add_random_walk_trend_01_7.test.out;10000;48;0;YahooA3Benchmark-TS10_data.out;0.5180806127655163;2573880.414;1.0
1103;MGAB_add_random_walk_trend_01_7.test.out;10000;48;0;YahooA3Benchmark-TS11_data.out;0.5186134425489529;7666802.975;1.0
1104;MGAB_add_random_walk_trend_01_7.test.out;10000;48;0;YahooA3Benchmark-TS12_data.out;0.5191624757744214;3192377.5;1.0
1105;MGAB_add_random_walk_trend_01_7.test.out;10000;48;0;YahooA3Benchmark-TS13_data.out;0.5178756641061847;6511461.574;1.0
1106;MGAB_add_random_walk_trend_01_7.test.out;10000;48;0;YahooA3Benchmark-TS14_data.out;0.5175489143695038;2505198.835;1.0
1107;MGAB_add_random_walk_trend_01_7.test.out;10000;48;0;YahooA3Benchmark-TS15_data.out;0.5184469366690185;3955668.258;1.0
1108;MGAB_add_random_walk_trend_01_7.test.out;10000;48;0;YahooA3Benchmark-TS16_data.out;0.519169957424685;13389445.605;1.0
1109;MGAB_add_random_walk_trend_01_7.test.out;10000;48;0;YahooA3Benchmark-TS17_data.out;0.5192079861228512;10925048.294;1.0
1110;MGAB_add_random_walk_trend_01_7.test.out;10000;48;0;YahooA3Benchmark-TS18_data.out;0.518831841087211;3249351.883;1.0
1111;MGAB_add_random_walk_trend_01_7.test.out;10000;48;0;YahooA3Benchmark-TS19_data.out;0.519362222786912;2900827.54;1.0
1112;MGAB_add_random_walk_trend_01_7.test.out;10000;48;0;YahooA3Benchmark-TS1_data.out;0.5186648211978254;2994079.564;1.0
1113;MGAB_add_random_walk_trend_01_7.test.out;10000;48;0;YahooA3Benchmark-TS20_data.out;0.5192094878391004;3057956.398;1.0
1114;MGAB_add_random_walk_trend_01_7.test.out;10000;48;0;YahooA3Benchmark-TS21_data.out;0.519136922364011;10437457.497;1.0
1115;MGAB_add_random_walk_trend_01_7.test.out;10000;48;0;YahooA3Benchmark-TS22_data.out;0.5191391742826754;11457405.958;1.0
1116;MGAB_add_random_walk_trend_01_7.test.out;10000;48;0;YahooA3Benchmark-TS23_data.out;0.519577742933074;795305.152;1.0
1117;MGAB_add_random_walk_trend_01_7.test.out;10000;48;0;YahooA3Benchmark-TS24_data.out;0.5199370257561299;331114.312;1.0
1118;MGAB_add_random_walk_trend_01_7.test.out;10000;48;0;YahooA3Benchmark-TS25_data.out;0.5185639001458568;7343284.267;1.0
1119;MGAB_add_random_walk_trend_01_7.test.out;10000;48;0;YahooA3Benchmark-TS26_data.out;0.5175144914004103;11253346.295;1.0
1120;MGAB_add_random_walk_trend_01_7.test.out;10000;48;0;YahooA3Benchmark-TS27_data.out;0.5194653470415962;3927932.15;1.0
1121;MGAB_add_random_walk_trend_01_7.test.out;10000;48;0;YahooA3Benchmark-TS28_data.out;0.5195282315310634;2525243.201;1.0
1122;MGAB_add_random_walk_trend_01_7.test.out;10000;48;0;YahooA3Benchmark-TS29_data.out;0.5193301151975144;7164285.066;1.0
1123;MGAB_add_random_walk_trend_01_7.test.out;10000;48;0;YahooA3Benchmark-TS2_data.out;0.5192249436365098;10796552.465;1.0
