;name;time_series_length;window_length;num_of_anomalies;ts_comparison_name;mmd_value;dwt_value;shapelet_similarity
0;MGAB_add_white_noise_05_7.test.out;10000;48;0;YAHOO_add_white_noise_1_YahooA3Benchmark-TS100_data.out;0.8049436374549879;250051.722;1.0
1;MGAB_add_white_noise_05_7.test.out;10000;48;0;YAHOO_add_white_noise_1_YahooA3Benchmark-TS10_data.out;0.81108668556691;5950320.497;1.0
2;MGAB_add_white_noise_05_7.test.out;10000;48;0;YAHOO_add_white_noise_1_YahooA3Benchmark-TS11_data.out;0.8111850222837776;3906189.153;1.0
3;MGAB_add_white_noise_05_7.test.out;10000;48;0;YAHOO_add_white_noise_1_YahooA3Benchmark-TS12_data.out;0.8102982386083742;3124856.508;1.0
4;MGAB_add_white_noise_05_7.test.out;10000;48;0;YAHOO_add_white_noise_1_YahooA3Benchmark-TS13_data.out;0.8105536774404148;2288494.395;1.0
5;MGAB_add_white_noise_05_7.test.out;10000;48;0;YAHOO_add_white_noise_1_YahooA3Benchmark-TS14_data.out;0.811000340679778;5703716.268;1.0
6;MGAB_add_white_noise_05_7.test.out;10000;48;0;YAHOO_add_white_noise_1_YahooA3Benchmark-TS15_data.out;0.8109719686023124;5179373.839;1.0
7;MGAB_add_white_noise_05_7.test.out;10000;48;0;YAHOO_add_white_noise_1_YahooA3Benchmark-TS16_data.out;0.8100209217314499;5807197.167;1.0
8;MGAB_add_white_noise_05_7.test.out;10000;48;0;YAHOO_add_white_noise_1_YahooA3Benchmark-TS17_data.out;0.8105591500275925;5912665.49;1.0
9;MGAB_add_white_noise_05_7.test.out;10000;48;0;YAHOO_add_white_noise_1_YahooA3Benchmark-TS18_data.out;0.8110754101354204;5613743.98;1.0
10;MGAB_add_white_noise_05_7.test.out;10000;48;0;YAHOO_add_white_noise_1_YahooA3Benchmark-TS19_data.out;0.8112226936145668;4548913.27;1.0
