;name;time_series_length;window_length;num_of_anomalies;ts_comparison_name;mmd_value;dwt_value;shapelet_similarity
0;MGAB_add_white_noise_05_2.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS100_data.out;0.8109784483640201;265550.607;1.0
1;MGAB_add_white_noise_05_2.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS10_data.out;0.8126977560349986;4538025.666;1.0
2;MGAB_add_white_noise_05_2.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS11_data.out;0.8128010951384792;4570994.508;1.0
3;MGAB_add_white_noise_05_2.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS12_data.out;0.8087902841710973;1084451.148;1.0
4;MGAB_add_white_noise_05_2.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS13_data.out;0.8125680709920122;3897948.196;1.0
5;MGAB_add_white_noise_05_2.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS14_data.out;0.8127085719084312;4478545.938;1.0
6;MGAB_add_white_noise_05_2.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS15_data.out;0.8126625435891687;5355996.086;1.0
7;MGAB_add_white_noise_05_2.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS16_data.out;0.812690485313081;5918841.235;1.0
8;MGAB_add_white_noise_05_2.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS17_data.out;0.8126682659435069;4776213.199;1.0
9;MGAB_add_white_noise_05_2.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS18_data.out;0.8126755450430097;4422935.808;1.0
10;MGAB_add_white_noise_05_2.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS19_data.out;0.8119766762367998;2157440.769;1.0
11;MGAB_add_white_noise_05_2.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS1_data.out;0.8116844135176793;5264399.467;1.0
12;MGAB_add_white_noise_05_2.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS20_data.out;0.8126615044194838;5684017.187;1.0
13;MGAB_add_white_noise_05_2.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS21_data.out;0.8116828453905831;4376168.647;1.0
14;MGAB_add_white_noise_05_2.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS22_data.out;0.8126622467622108;4704150.851;1.0
15;MGAB_add_white_noise_05_2.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS23_data.out;0.8062394188586051;457741.543;1.0
16;MGAB_add_white_noise_05_2.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS24_data.out;0.7937834972729224;136419.663;1.0
17;MGAB_add_white_noise_05_2.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS25_data.out;0.8118479592665613;5954938.538;1.0
18;MGAB_add_white_noise_05_2.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS26_data.out;0.8126837479769192;8840099.117;1.0
19;MGAB_add_white_noise_05_2.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS27_data.out;0.8131952025683868;1504888.353;1.0
20;MGAB_add_white_noise_05_2.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS28_data.out;0.8126018954025475;2203130.708;1.0
21;MGAB_add_white_noise_05_2.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS29_data.out;0.8124096794373126;3983199.173;1.0
22;MGAB_add_white_noise_05_2.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS2_data.out;0.8117974632211461;4757378.17;1.0
23;MGAB_add_white_noise_05_2.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS30_data.out;0.81270519873503;5739574.655;1.0
24;MGAB_add_white_noise_05_2.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS31_data.out;0.8123616039835249;1245028.722;1.0
25;MGAB_add_white_noise_05_2.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS32_data.out;0.8111272448007578;658803.699;1.0
26;MGAB_add_white_noise_05_2.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS33_data.out;0.8118525283733405;1898225.899;1.0
27;MGAB_add_white_noise_05_2.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS34_data.out;0.8124454616964899;4093201.426;1.0
28;MGAB_add_white_noise_05_2.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS35_data.out;0.8087983018511316;1997233.529;1.0
29;MGAB_add_white_noise_05_2.test.out;10000;48;0;YAHOO_add_white_noise_05_YahooA3Benchmark-TS36_data.out;0.8117499489667606;3517230.766;1.0
