3879.6192205874554,0.0
3836.057732217264,0.0
4108.613842334149,0.0
4167.279934950265,0.0
3301.0823178683663,0.0
1820.2010293793492,0.0
817.951688660025,0.0
596.0127716378945,0.0
567.5811198177212,0.0
358.48054310285005,0.0
128.72316464683882,0.0
146.5646214557223,0.0
421.49910317607424,0.0
816.2219742492067,0.0
1085.9644228885666,0.0
993.9763021670257,0.0
715.0451887850895,0.0
597.4222148211571,0.0
687.2011277782736,0.0
822.4894769489196,0.0
927.3531677443816,0.0
991.9567243166618,0.0
1021.1593808883956,0.0
1033.2274328330343,0.0
1053.4999894426103,0.0
1174.6781969124377,0.0
1358.4450373068696,0.0
1494.7380171216782,0.0
1561.2295742150545,0.0
1593.1740376123741,0.0
1628.3713574015105,0.0
1562.25248904279,0.0
1357.3834377489982,0.0
1237.0008704977954,0.0
1284.9482791962687,0.0
1327.5290998485848,0.0
1305.1441972229563,0.0
1311.7960008791958,0.0
1435.9242645632864,0.0
1654.3705994210281,0.0
1789.761858399147,0.0
1738.818658630007,0.0
1635.6693188225706,0.0
1613.7115952810173,0.0
1646.931929847093,0.0
1648.8020772381146,0.0
1470.250520859171,0.0
1148.6038907430948,0.0
863.1178697497,0.0
685.1653007252091,0.0
637.9179373364407,0.0
785.7398374467292,0.0
1037.3253074937804,0.0
1110.6516970387972,0.0
992.4264776365928,0.0
911.3205377764203,0.0
955.6421477163454,0.0
950.3332601435735,0.0
755.2614224392124,0.0
590.067753448922,0.0
546.0292746681955,0.0
419.4607361220829,0.0
96.55694782683622,0.0
-207.81409264625395,0.0
-220.24979850489632,0.0
-79.51185949016646,0.0
-81.95133829669555,0.0
-204.45123581919486,0.0
-297.0274145909541,0.0
-356.7397633176332,0.0
-427.5282254799865,0.0
-470.81377170660943,0.0
-420.4746894666409,0.0
-381.7230573534307,0.0
-429.9126145523067,0.0
-515.9499738066814,0.0
-623.6670956512173,0.0
-709.5694775033268,0.0
-673.0537482038663,0.0
-562.2401522484674,0.0
-560.3883905601804,0.0
-738.8835196713492,0.0
-1010.4382917625958,0.0
-1259.5547728927272,0.0
-1337.4246260837672,0.0
-1154.1056664097573,0.0
-901.4818360726073,0.0
-871.7569821212817,0.0
-1037.737805051523,0.0
-1156.2430109208278,0.0
-1112.3872951535668,0.0
-997.0107915673466,0.0
-899.379275535932,0.0
-801.4272042437386,0.0
-769.7096382243207,0.0
-889.9531317175465,0.0
-1094.3904291283723,0.0
-1206.2813719010765,0.0
-1165.8520548544057,0.0
-1045.5408637171568,0.0
-947.3131120453666,0.0
-832.9902365385335,0.0
-686.6227372870085,0.0
-602.3798427239242,0.0
-595.1975102056259,0.0
-700.3142824155799,0.0
-867.6959866591087,0.0
-930.7543663807236,0.0
-891.1403469867269,0.0
-816.570241378844,0.0
-700.9833260180962,0.0
-531.307858841217,0.0
-321.49908438138897,0.0
-171.5581472490077,0.0
-141.76685767993405,0.0
-251.9223905674657,0.0
-330.6189290647046,0.0
-276.03184868208245,0.0
-223.64490466601353,0.0
-156.48070279614922,0.0
-14.789847210193587,0.0
120.7713318828895,0.0
283.3459602993798,0.0
433.8699974834291,0.0
490.3088330833034,0.0
489.78346110247736,0.0
445.2293116437272,0.0
377.47927468354646,0.0
430.62894716499187,0.0
